measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Global,Both,0 to 14,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,50 to 74 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,50 to 74 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,50 to 74 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,25 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,25 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,25 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,<20 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,<20 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,<20 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,10 to 24,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,10 to 24,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,10 to 24,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,85 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,85 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,85 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,Birth,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,Birth,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,Birth,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,10 to 54,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,10 to 54,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,10 to 54,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,0 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,0 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,0 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,5 to 19,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,5 to 19,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,5 to 19,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,15 to 39,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,15 to 39,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,15 to 39,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,25 to 49,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,25 to 49,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,25 to 49,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,55 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,55 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,55 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,60 to 79,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,60 to 79,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,60 to 79,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,65 to 74,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,65 to 74,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,65 to 74,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,75 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,75 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,75 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,95 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,95 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,95 plus,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,75 to 84,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,75 to 84,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,75 to 84,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,20 to 54 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,20 to 54 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,20 to 54 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,55 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,55 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,55 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,60 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,60 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,60 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,65 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,65 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,65 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,70 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,70 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,70 to 89 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,75 to 94 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,75 to 94 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,75 to 94 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Male,<70 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Female,<70 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Global,Both,<70 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,Under 5,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,Under 5,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,Under 5,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,Early Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,Early Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,Early Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,Late Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,Late Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,Late Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,Post Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,Post Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,Post Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,1 to 4,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,1 to 4,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,1 to 4,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,5 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,5 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,5 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,10 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,10 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,10 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,15 to 19,Ischemic heart disease,Number,2019,31.185519983385465,59.1895163527777,9.371013510175821
Incidence,Sierra Leone,Female,15 to 19,Ischemic heart disease,Number,2019,22.28917240928868,46.79851256487758,3.8333353708132947
Incidence,Sierra Leone,Both,15 to 19,Ischemic heart disease,Number,2019,53.47469239267414,103.10956601555982,14.74085730714878
Incidence,Sierra Leone,Male,20 to 24,Ischemic heart disease,Number,2019,88.0630567835801,125.57187442432132,55.896931876760696
Incidence,Sierra Leone,Female,20 to 24,Ischemic heart disease,Number,2019,62.54108912810501,94.34915489727054,37.667321946834704
Incidence,Sierra Leone,Both,20 to 24,Ischemic heart disease,Number,2019,150.6041459116851,216.65869922857328,97.09118064283683
Incidence,Sierra Leone,Male,25 to 29,Ischemic heart disease,Number,2019,135.6147104488266,196.13649688489446,82.54257381340658
Incidence,Sierra Leone,Female,25 to 29,Ischemic heart disease,Number,2019,92.97553035273182,136.87154432297422,55.16036519407819
Incidence,Sierra Leone,Both,25 to 29,Ischemic heart disease,Number,2019,228.59024080155842,326.0035061760276,139.47100093792457
Incidence,Sierra Leone,Male,30 to 34,Ischemic heart disease,Number,2019,160.2870287388404,209.92966784987223,113.33972825666935
Incidence,Sierra Leone,Female,30 to 34,Ischemic heart disease,Number,2019,108.99145575943204,145.57897842142617,75.25004172294146
Incidence,Sierra Leone,Both,30 to 34,Ischemic heart disease,Number,2019,269.2784844982724,357.5001826286371,189.7092129587785
Incidence,Sierra Leone,Male,35 to 39,Ischemic heart disease,Number,2019,163.3592922025949,240.7145792326302,108.22097258474099
Incidence,Sierra Leone,Female,35 to 39,Ischemic heart disease,Number,2019,108.29553409167605,160.71321935719936,70.6504948167175
Incidence,Sierra Leone,Both,35 to 39,Ischemic heart disease,Number,2019,271.65482629427095,396.7061523695915,178.81528135209572
Incidence,Sierra Leone,Male,40 to 44,Ischemic heart disease,Number,2019,241.4417679983878,312.32189607589567,180.74468307355198
Incidence,Sierra Leone,Female,40 to 44,Ischemic heart disease,Number,2019,152.26440011987648,200.68617074718412,112.57543093332596
Incidence,Sierra Leone,Both,40 to 44,Ischemic heart disease,Number,2019,393.70616811826426,510.34689030361534,293.5065443887195
Incidence,Sierra Leone,Male,45 to 49,Ischemic heart disease,Number,2019,338.63798194422213,478.52173343614976,227.819683292929
Incidence,Sierra Leone,Female,45 to 49,Ischemic heart disease,Number,2019,201.57429531379668,282.24905074108045,138.98794391848804
Incidence,Sierra Leone,Both,45 to 49,Ischemic heart disease,Number,2019,540.2122772580188,755.1172570700444,371.08879851974984
Incidence,Sierra Leone,Male,50 to 54,Ischemic heart disease,Number,2019,452.1427148777975,579.0986560427478,345.65423318006935
Incidence,Sierra Leone,Female,50 to 54,Ischemic heart disease,Number,2019,264.70541976840764,338.79197791580725,200.92453101188323
Incidence,Sierra Leone,Both,50 to 54,Ischemic heart disease,Number,2019,716.8481346462052,915.2150344622883,546.1436001040759
Incidence,Sierra Leone,Male,55 to 59,Ischemic heart disease,Number,2019,553.6375888785221,768.1560274433838,370.71417256588995
Incidence,Sierra Leone,Female,55 to 59,Ischemic heart disease,Number,2019,321.6410671685243,451.1344286101992,212.12947441704776
Incidence,Sierra Leone,Both,55 to 59,Ischemic heart disease,Number,2019,875.2786560470464,1218.8632871039274,583.5645235118631
Incidence,Sierra Leone,Male,60 to 64,Ischemic heart disease,Number,2019,620.1791049532345,802.1214312641503,473.024478296242
Incidence,Sierra Leone,Female,60 to 64,Ischemic heart disease,Number,2019,375.04033005046483,479.1279704699737,283.2175260979285
Incidence,Sierra Leone,Both,60 to 64,Ischemic heart disease,Number,2019,995.2194350036992,1276.6939209147288,755.6319808731372
Incidence,Sierra Leone,Male,65 to 69,Ischemic heart disease,Number,2019,635.2358819386349,824.6527032918633,442.50255980608546
Incidence,Sierra Leone,Female,65 to 69,Ischemic heart disease,Number,2019,416.2377154457786,554.668201496011,284.84344174596725
Incidence,Sierra Leone,Both,65 to 69,Ischemic heart disease,Number,2019,1051.4735973844136,1365.5409545899254,727.2463951354902
Incidence,Sierra Leone,Male,70 to 74,Ischemic heart disease,Number,2019,619.1349088793921,765.6411095504548,472.032663263958
Incidence,Sierra Leone,Female,70 to 74,Ischemic heart disease,Number,2019,458.427745679769,559.4601214377726,350.6789009522218
Incidence,Sierra Leone,Both,70 to 74,Ischemic heart disease,Number,2019,1077.562654559161,1328.1144001860753,828.5397223884218
Incidence,Sierra Leone,Male,75 to 79,Ischemic heart disease,Number,2019,557.9726435563392,775.561664662849,403.0530065046824
Incidence,Sierra Leone,Female,75 to 79,Ischemic heart disease,Number,2019,479.0342522491074,656.9161476756159,347.9986779542474
Incidence,Sierra Leone,Both,75 to 79,Ischemic heart disease,Number,2019,1037.0068958054464,1422.3501824828459,755.7457693911853
Incidence,Sierra Leone,Male,80 plus,Ischemic heart disease,Number,2019,614.1741617294329,763.850148582824,488.65509927121565
Incidence,Sierra Leone,Female,80 plus,Ischemic heart disease,Number,2019,588.5996797685663,726.4656812794068,469.5559158377676
Incidence,Sierra Leone,Both,80 plus,Ischemic heart disease,Number,2019,1202.7738414979992,1498.5594484030357,960.9717884628317
Incidence,Sierra Leone,Male,All Ages,Ischemic heart disease,Number,2019,5211.0663629131905,5938.705381469274,4533.872415693758
Incidence,Sierra Leone,Female,All Ages,Ischemic heart disease,Number,2019,3652.6176873055247,4130.242146725766,3184.4493479228126
Incidence,Sierra Leone,Both,All Ages,Ischemic heart disease,Number,2019,8863.684050218715,10067.696623091391,7730.641861777604
Incidence,Sierra Leone,Male,5-14 years,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,5-14 years,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,5-14 years,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,15-49 years,Ischemic heart disease,Number,2019,1158.5893580998372,1401.2967886969411,938.8377999065201
Incidence,Sierra Leone,Female,15-49 years,Ischemic heart disease,Number,2019,748.9314771749067,932.9686225446554,601.4142707273248
Incidence,Sierra Leone,Both,15-49 years,Ischemic heart disease,Number,2019,1907.520835274744,2332.466603376053,1550.0725135518912
Incidence,Sierra Leone,Male,50-69 years,Ischemic heart disease,Number,2019,2261.1952906481893,2800.6939166405405,1781.6304583649132
Incidence,Sierra Leone,Female,50-69 years,Ischemic heart disease,Number,2019,1377.6245324331755,1691.2568583765926,1079.982904969023
Incidence,Sierra Leone,Both,50-69 years,Ischemic heart disease,Number,2019,3638.8198230813646,4452.297096395884,2856.902315686272
Incidence,Sierra Leone,Male,70+ years,Ischemic heart disease,Number,2019,1791.281714165164,2205.4537446348386,1447.017021649666
Incidence,Sierra Leone,Female,70+ years,Ischemic heart disease,Number,2019,1526.0616776974425,1879.061241736718,1234.6990876027314
Incidence,Sierra Leone,Both,70+ years,Ischemic heart disease,Number,2019,3317.3433918626065,4080.8308312441713,2703.520137974044
Incidence,Sierra Leone,Male,<1 year,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,<1 year,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,<1 year,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,80 to 84,Ischemic heart disease,Number,2019,367.61173202028704,482.505546886642,278.65831967697784
Incidence,Sierra Leone,Female,80 to 84,Ischemic heart disease,Number,2019,340.8811030611069,445.66290183893653,258.3344431037371
Incidence,Sierra Leone,Both,80 to 84,Ischemic heart disease,Number,2019,708.4928350813939,921.7784873019747,542.5723089431513
Incidence,Sierra Leone,Male,85 to 89,Ischemic heart disease,Number,2019,174.11096901053847,231.93359517670282,129.78131755524657
Incidence,Sierra Leone,Female,85 to 89,Ischemic heart disease,Number,2019,168.62656120372733,220.9804189634605,125.83619227549026
Incidence,Sierra Leone,Both,85 to 89,Ischemic heart disease,Number,2019,342.7375302142658,447.8202066390104,257.06545666157797
Incidence,Sierra Leone,Male,90 to 94,Ischemic heart disease,Number,2019,59.96802915204157,79.29561837995823,44.95165255840095
Incidence,Sierra Leone,Female,90 to 94,Ischemic heart disease,Number,2019,63.55263804015302,83.65508396675088,48.236287237567915
Incidence,Sierra Leone,Both,90 to 94,Ischemic heart disease,Number,2019,123.52066719219458,162.54623915268454,93.9946210469644
Incidence,Sierra Leone,Male,20 plus,Ischemic heart disease,Number,2019,5179.880842929806,5905.267686419767,4503.83375857558
Incidence,Sierra Leone,Female,20 plus,Ischemic heart disease,Number,2019,3630.328514896236,4112.939099757705,3156.201901376192
Incidence,Sierra Leone,Both,20 plus,Ischemic heart disease,Number,2019,8810.209357826041,10012.464855504768,7688.45613642992
Incidence,Sierra Leone,Male,0 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,0 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,0 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,50 to 74 years,Ischemic heart disease,Number,2019,2880.330199527581,3499.8508627342876,2332.0175404077377
Incidence,Sierra Leone,Female,50 to 74 years,Ischemic heart disease,Number,2019,1836.0522781129441,2187.4462191563707,1490.6425371055414
Incidence,Sierra Leone,Both,50 to 74 years,Ischemic heart disease,Number,2019,4716.382477640525,5642.091858735667,3852.9368485357622
Incidence,Sierra Leone,Male,Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,25 plus,Ischemic heart disease,Number,2019,5091.817786146225,5823.5592304759075,4412.647934047549
Incidence,Sierra Leone,Female,25 plus,Ischemic heart disease,Number,2019,3567.787425768131,4058.5531546337265,3109.7464309176225
Incidence,Sierra Leone,Both,25 plus,Ischemic heart disease,Number,2019,8659.605211914357,9871.99082792201,7571.201115157352
Incidence,Sierra Leone,Male,<20 years,Ischemic heart disease,Number,2019,31.185519983385465,59.1895163527777,9.371013510175821
Incidence,Sierra Leone,Female,<20 years,Ischemic heart disease,Number,2019,22.28917240928868,46.79851256487758,3.8333353708132947
Incidence,Sierra Leone,Both,<20 years,Ischemic heart disease,Number,2019,53.47469239267414,103.10956601555982,14.74085730714878
Incidence,Sierra Leone,Male,10 to 24,Ischemic heart disease,Number,2019,119.24857676696557,181.46341774746023,68.41037776863054
Incidence,Sierra Leone,Female,10 to 24,Ischemic heart disease,Number,2019,84.83026153739368,140.02461077776778,45.032874287293886
Incidence,Sierra Leone,Both,10 to 24,Ischemic heart disease,Number,2019,204.07883830435927,319.08463349675594,118.19917763115129
Incidence,Sierra Leone,Male,85 plus,Ischemic heart disease,Number,2019,246.56242970914582,319.5519281266994,186.7522082303045
Incidence,Sierra Leone,Female,85 plus,Ischemic heart disease,Number,2019,247.71857670745933,318.23829434680874,190.400919505017
Incidence,Sierra Leone,Both,85 plus,Ischemic heart disease,Number,2019,494.2810064166052,634.7962922481184,378.8715407820823
Incidence,Sierra Leone,Male,10 to 54,Ischemic heart disease,Number,2019,1610.732072977635,1922.907822368264,1334.2361593382109
Incidence,Sierra Leone,Female,10 to 54,Ischemic heart disease,Number,2019,1013.6368969433144,1231.0987672079498,834.3152682382354
Incidence,Sierra Leone,Both,10 to 54,Ischemic heart disease,Number,2019,2624.368969920949,3143.9847937498835,2175.509124076585
Incidence,Sierra Leone,Male,0 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Female,0 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Both,0 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Incidence,Sierra Leone,Male,5 to 19,Ischemic heart disease,Number,2019,31.185519983385465,59.18951635277771,9.371013510175821
Incidence,Sierra Leone,Female,5 to 19,Ischemic heart disease,Number,2019,22.28917240928868,46.79851256487758,3.8333353708132942
Incidence,Sierra Leone,Both,5 to 19,Ischemic heart disease,Number,2019,53.474692392674136,103.1095660155598,14.740857307148778
Incidence,Sierra Leone,Male,15 to 39,Ischemic heart disease,Number,2019,578.5096081572275,741.3806205806559,442.1847192613933
Incidence,Sierra Leone,Female,15 to 39,Ischemic heart disease,Number,2019,395.0927817412336,514.5767976309941,292.5623789541163
Incidence,Sierra Leone,Both,15 to 39,Ischemic heart disease,Number,2019,973.6023898984611,1258.3055812438201,741.9808914794861
Incidence,Sierra Leone,Male,25 to 49,Ischemic heart disease,Number,2019,1039.340781332872,1273.3573461344843,837.1327638631686
Incidence,Sierra Leone,Female,25 to 49,Ischemic heart disease,Number,2019,664.1012156375131,830.1841752216043,523.7212639691738
Incidence,Sierra Leone,Both,25 to 49,Ischemic heart disease,Number,2019,1703.441996970385,2101.256610058169,1370.9980613460227
Incidence,Sierra Leone,Male,55 plus,Ischemic heart disease,Number,2019,3600.3342899355557,4241.038755543492,2990.81990505355
Incidence,Sierra Leone,Female,55 plus,Ischemic heart disease,Number,2019,2638.98079036221,3109.4309777770413,2212.419370357923
Incidence,Sierra Leone,Both,55 plus,Ischemic heart disease,Number,2019,6239.315080297768,7321.675907884689,5240.453045858844
Incidence,Sierra Leone,Male,60 to 79,Ischemic heart disease,Number,2019,2432.5225393276005,2940.110315488659,1962.8890552826979
Incidence,Sierra Leone,Female,60 to 79,Ischemic heart disease,Number,2019,1728.7400434251197,2077.0083251364663,1407.6770056398743
Incidence,Sierra Leone,Both,60 to 79,Ischemic heart disease,Number,2019,4161.26258275272,4987.143248418262,3397.305346531216
Incidence,Sierra Leone,Male,65 to 74,Ischemic heart disease,Number,2019,1254.3707908180272,1574.73736680051,943.7313334922898
Incidence,Sierra Leone,Female,65 to 74,Ischemic heart disease,Number,2019,874.6654611255475,1106.2902058922457,658.9853067400909
Incidence,Sierra Leone,Both,65 to 74,Ischemic heart disease,Number,2019,2129.0362519435744,2671.4374990493357,1620.3474962763946
Incidence,Sierra Leone,Male,75 plus,Ischemic heart disease,Number,2019,1172.1468052857717,1512.7095883585464,912.8750863549014
Incidence,Sierra Leone,Female,75 plus,Ischemic heart disease,Number,2019,1067.6339320176735,1363.157625430488,837.1659436348425
Incidence,Sierra Leone,Both,75 plus,Ischemic heart disease,Number,2019,2239.7807373034457,2859.7636406884853,1763.0437694302998
Incidence,Sierra Leone,Male,95 plus,Ischemic heart disease,Number,2019,12.483431546565768,18.35492602161284,7.740032001250057
Incidence,Sierra Leone,Female,95 plus,Ischemic heart disease,Number,2019,15.539377463579006,23.22150507433902,9.637907388380684
Incidence,Sierra Leone,Both,95 plus,Ischemic heart disease,Number,2019,28.022809010144773,41.55622737043507,17.38105238889092
Incidence,Sierra Leone,Male,75 to 84,Ischemic heart disease,Number,2019,925.584375576626,1249.8826735600946,703.9645627172533
Incidence,Sierra Leone,Female,75 to 84,Ischemic heart disease,Number,2019,819.9153553102143,1082.2889227317005,607.3598065760015
Incidence,Sierra Leone,Both,75 to 84,Ischemic heart disease,Number,2019,1745.4997308868399,2317.2862871963725,1310.566247800458
Incidence,Sierra Leone,Male,20 to 54 years,Ischemic heart disease,Number,2019,1579.5465529942494,1889.414466190833,1300.313419005303
Incidence,Sierra Leone,Female,20 to 54 years,Ischemic heart disease,Number,2019,991.3477245340258,1201.3538552959228,810.847329705236
Incidence,Sierra Leone,Both,20 to 54 years,Ischemic heart disease,Number,2019,2570.894277528275,3082.214220447284,2138.023688245166
Incidence,Sierra Leone,Male,55 to 89 years,Ischemic heart disease,Number,2019,3527.882829236948,4161.478409157201,2922.5999231594146
Incidence,Sierra Leone,Female,55 to 89 years,Ischemic heart disease,Number,2019,2559.8887748584784,3024.924575603106,2138.458185239213
Incidence,Sierra Leone,Both,55 to 89 years,Ischemic heart disease,Number,2019,6087.771604095427,7161.094630512074,5105.229620918199
Incidence,Sierra Leone,Male,60 to 89 years,Ischemic heart disease,Number,2019,2974.245240358426,3535.604294564417,2457.643844722542
Incidence,Sierra Leone,Female,60 to 89 years,Ischemic heart disease,Number,2019,2238.247707689954,2653.475237333003,1842.9191350294757
Incidence,Sierra Leone,Both,60 to 89 years,Ischemic heart disease,Number,2019,5212.492948048379,6199.099848499934,4340.988211087979
Incidence,Sierra Leone,Male,65 to 89 years,Ischemic heart disease,Number,2019,2354.0661354051913,2822.867713614302,1899.2092951513064
Incidence,Sierra Leone,Female,65 to 89 years,Ischemic heart disease,Number,2019,1863.207377639489,2242.1120009301335,1501.4455943824175
Incidence,Sierra Leone,Both,65 to 89 years,Ischemic heart disease,Number,2019,4217.273513044681,5057.4298424543895,3413.119028305818
Incidence,Sierra Leone,Male,70 to 89 years,Ischemic heart disease,Number,2019,1718.8302534665568,2133.071124566102,1366.4975824283179
Incidence,Sierra Leone,Female,70 to 89 years,Ischemic heart disease,Number,2019,1446.9696621937105,1793.5982904102761,1155.5654998604905
Incidence,Sierra Leone,Both,70 to 89 years,Ischemic heart disease,Number,2019,3165.7999156602664,3925.528652768698,2550.0147759867386
Incidence,Sierra Leone,Male,75 to 94 years,Ischemic heart disease,Number,2019,1159.6633737392062,1500.6148191103218,901.6086846813392
Incidence,Sierra Leone,Female,75 to 94 years,Ischemic heart disease,Number,2019,1052.0945545540947,1350.1134522020293,822.599893923705
Incidence,Sierra Leone,Both,75 to 94 years,Ischemic heart disease,Number,2019,2211.7579282933007,2833.837266866334,1736.8266962016728
Incidence,Sierra Leone,Male,<70 years,Ischemic heart disease,Number,2019,3419.784648748026,3993.91544136468,2867.6040246319653
Incidence,Sierra Leone,Female,<70 years,Ischemic heart disease,Number,2019,2126.556009608082,2470.9463636050355,1783.278371100385
Incidence,Sierra Leone,Both,<70 years,Ischemic heart disease,Number,2019,5546.34065835611,6461.979925655895,4657.695992643567
Prevalence,Global,Male,Under 5,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,Under 5,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,Under 5,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,Early Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,Early Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,Early Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,Late Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,Late Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
