"location","sex","age","cause","metric","year","measure","lower","upper","val"
"Colombia","Male","10 to 54","Hypertensive heart disease","Number",2019,"Prevalence",1642.40357019215,4831.53285946706,2882.5741904513
"Colombia","Male","15-49 years","Hypertensive heart disease","Number",2019,"Incidence",112.525155966245,345.711434558575,207.402570561104
"Colombia","Male","15-49 years","Hypertensive heart disease","Number",2019,"Prevalence",794.111878087359,2439.75273098879,1463.6802181179
"Colombia","Male","15 to 19","Hypertensive heart disease","Number",2019,"Incidence",0.296487594173104,1.58517368551776,0.7840961319696
"Colombia","Male","15 to 19","Hypertensive heart disease","Number",2019,"Prevalence",0.687218580405755,3.67422054503249,1.81742994075896
"Colombia","Male","15 to 39","Hypertensive heart disease","Number",2019,"Incidence",19.4477728208485,111.879467230844,57.1019509665666
"Colombia","Male","15 to 39","Hypertensive heart disease","Number",2019,"Prevalence",101.606189438751,584.521757143176,298.332960831968
"Colombia","Male","20 plus","Hypertensive heart disease","Number",2019,"Incidence",3199.68841193252,6409.6286389251,4512.30216575756
"Colombia","Male","20 plus","Hypertensive heart disease","Number",2019,"Prevalence",34210.7727885008,68531.1570361616,48245.1177339975
"Colombia","Male","20 to 24","Hypertensive heart disease","Number",2019,"Incidence",4.45894486538886,18.0552461581857,9.96457934408435
"Colombia","Male","20 to 24","Hypertensive heart disease","Number",2019,"Prevalence",8.50052543665539,34.4204927098482,18.996458296098
"Colombia","Male","20 to 54 years","Hypertensive heart disease","Number",2019,"Incidence",216.123163427289,635.861628977327,379.300335577708
"Colombia","Male","20 to 54 years","Hypertensive heart disease","Number",2019,"Prevalence",1641.43873798006,4829.3199731441,2880.75676051054
"Colombia","Male","25 plus","Hypertensive heart disease","Number",2019,"Incidence",3181.91032579115,6373.54953837536,4486.53366740277
"Colombia","Male","25 plus","Hypertensive heart disease","Number",2019,"Prevalence",34202.617128435,68509.8108652589,48226.1212757014
"Colombia","Male","25 to 29","Hypertensive heart disease","Number",2019,"Incidence",7.76986903537792,36.4546175298562,18.7564715723379
"Colombia","Male","25 to 29","Hypertensive heart disease","Number",2019,"Prevalence",25.3875582331524,119.113169242949,61.2855908025014
"Colombia","Male","25 to 49","Hypertensive heart disease","Number",2019,"Incidence",104.925994525781,324.9518678111,194.283956938825
"Colombia","Male","25 to 49","Hypertensive heart disease","Number",2019,"Prevalence",779.241822206665,2413.28268316165,1442.86632988104
"Colombia","Male","30 to 34","Hypertensive heart disease","Number",2019,"Incidence",1.48784925898995,29.1021278349655,13.069907523075
"Colombia","Male","30 to 34","Hypertensive heart disease","Number",2019,"Prevalence",7.76579219577232,151.897832294226,68.2180571915363
"Colombia","Male","35 to 39","Hypertensive heart disease","Number",2019,"Incidence",4.89977079787122,39.0337356963979,18.2662926057107
"Colombia","Male","35 to 39","Hypertensive heart disease","Number",2019,"Prevalence",39.703823361951,316.298172134949,148.015424601073
"Colombia","Male","40 to 44","Hypertensive heart disease","Number",2019,"Incidence",17.3553746021554,78.1496649169022,40.4406455006845
"Colombia","Male","40 to 44","Hypertensive heart disease","Number",2019,"Prevalence",143.697292275147,647.055767921843,334.836405984909
"Colombia","Male","45 to 49","Hypertensive heart disease","Number",2019,"Incidence",51.7318314268245,174.478804714166,99.7368418827215
"Colombia","Male","45 to 49","Hypertensive heart disease","Number",2019,"Prevalence",430.77208528593,1452.88880118682,830.510851301023
"Colombia","Male","5-14 years","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Colombia","Male","5-14 years","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Colombia","Male","5 to 19","Hypertensive heart disease","Number",2019,"Incidence",0.296487594173104,1.58517368551776,0.7840961319696
"Colombia","Male","5 to 19","Hypertensive heart disease","Number",2019,"Prevalence",0.687218580405755,3.67422054503249,1.81742994075896
"Colombia","Male","5 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Colombia","Male","5 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Colombia","Male","50-69 years","Hypertensive heart disease","Number",2019,"Incidence",699.193607828868,1781.60850005502,1147.56461807315
"Colombia","Male","50-69 years","Hypertensive heart disease","Number",2019,"Prevalence",6908.65923747196,17603.8880842805,11338.9665043784
"Colombia","Male","50 to 54","Hypertensive heart disease","Number",2019,"Incidence",87.2257126338671,307.96552689362,170.856227694383
"Colombia","Male","50 to 54","Hypertensive heart disease","Number",2019,"Prevalence",724.375339189048,2557.53293685885,1418.8939723334
"Colombia","Male","50 to 74 years","Hypertensive heart disease","Number",2019,"Incidence",1150.23161199841,2728.72760734541,1834.2097905877
"Colombia","Male","50 to 74 years","Hypertensive heart disease","Number",2019,"Prevalence",12239.1292588907,29035.2391207364,19517.0524620886
"Colombia","Male","55 plus","Hypertensive heart disease","Number",2019,"Incidence",2747.81386563148,5699.11896535637,3955.48629114542
"Colombia","Male","55 plus","Hypertensive heart disease","Number",2019,"Prevalence",31513.9052226022,65361.5942378618,45364.360973487
"Colombia","Male","55 to 59","Hypertensive heart disease","Number",2019,"Incidence",86.3368982979465,340.269870357082,180.924307503579
"Colombia","Male","55 to 59","Hypertensive heart disease","Number",2019,"Prevalence",748.500494689658,2949.98049861978,1568.52905695633
"Colombia","Male","55 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",2258.07722935067,5008.20018774165,3375.21008741323
"Colombia","Male","55 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",26913.0949307382,59690.6807849045,40227.7425736492
"Colombia","Male","60 to 64","Hypertensive heart disease","Number",2019,"Incidence",137.497740358052,435.336987236929,255.266065315339
"Colombia","Male","60 to 64","Hypertensive heart disease","Number",2019,"Prevalence",1345.27963068045,4259.34258909689,2497.52641154994
"Colombia","Male","60 to 79","Hypertensive heart disease","Number",2019,"Incidence",1206.87472293182,3050.41284292484,1997.77020809031
"Colombia","Male","60 to 79","Hypertensive heart disease","Number",2019,"Prevalence",14963.5706988471,37820.8834508465,24769.5764778219
"Colombia","Male","60 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",2048.40135912761,4593.65987213976,3089.16544253168
"Colombia","Male","60 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",25634.6210598224,57487.1372620872,38659.2135166929
"Colombia","Male","65 to 69","Hypertensive heart disease","Number",2019,"Incidence",273.782695318294,793.205400006163,484.780270455413
"Colombia","Male","65 to 69","Hypertensive heart disease","Number",2019,"Prevalence",3306.0928172454,9578.43837614309,5854.01706353875
"Colombia","Male","65 to 74","Hypertensive heart disease","Number",2019,"Incidence",637.649308406856,1758.4697597044,1096.1062123773
"Colombia","Male","65 to 74","Hypertensive heart disease","Number",2019,"Prevalence",8163.04176178983,22511.5308619649,14032.103021249
"Colombia","Male","65 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",1757.52979962599,4136.47317247327,2735.54012906393
"Colombia","Male","65 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",23233.1604339459,54680.9191327716,36161.6871051429
"Colombia","Male","70 to 74","Hypertensive heart disease","Number",2019,"Incidence",344.8897659062,977.557163286195,601.428660918285
"Colombia","Male","70 to 74","Hypertensive heart disease","Number",2019,"Prevalence",4689.73019544654,13292.5931692771,8178.08595771023
"Colombia","Male","70 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",1389.88022103286,3487.88118611665,2226.71581604066
"Colombia","Male","70 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",18917.560486599,47473.3018787755,30307.6700416042
"Colombia","Male","70+ years","Hypertensive heart disease","Number",2019,"Incidence",1858.2320597285,4224.05830887423,2834.54468780692
"Colombia","Male","70+ years","Hypertensive heart disease","Number",2019,"Prevalence",23236.0821120482,52819.3264114826,35444.2884414419
"Colombia","Male","75 plus","Hypertensive heart disease","Number",2019,"Incidence",1440.10292888496,3401.25782708172,2249.77458801579
"Colombia","Male","75 plus","Hypertensive heart disease","Number",2019,"Prevalence",17453.3654462795,41221.6339835095,27266.2024837317
"Colombia","Male","75 to 79","Hypertensive heart disease","Number",2019,"Incidence",290.646199763247,998.086149109313,556.595630923692
"Colombia","Male","75 to 79","Hypertensive heart disease","Number",2019,"Prevalence",4302.78134039946,14775.856219682,8239.94704502298
"Colombia","Male","75 to 84","Hypertensive heart disease","Number",2019,"Incidence",585.4153747299,1942.55056093933,1106.92152216831
"Colombia","Male","75 to 84","Hypertensive heart disease","Number",2019,"Prevalence",8420.80166535111,27942.2674987548,15922.3125999868
"Colombia","Male","75 to 94 years","Hypertensive heart disease","Number",2019,"Incidence",1268.21344634068,3080.76827111279,2018.91755286526
"Colombia","Male","75 to 94 years","Hypertensive heart disease","Number",2019,"Prevalence",16143.1082431677,39215.1461697485,25698.8322304698
"Colombia","Male","80 plus","Hypertensive heart disease","Number",2019,"Incidence",1109.5605744409,2617.42918065138,1735.09033504997
"Colombia","Male","80 plus","Hypertensive heart disease","Number",2019,"Prevalence",12166.9647323723,28701.6042783554,19026.2554387087
"Colombia","Male","80 to 84","Hypertensive heart disease","Number",2019,"Incidence",294.744919124131,950.785817847031,552.106837142107
"Colombia","Male","80 to 84","Hypertensive heart disease","Number",2019,"Prevalence",4101.26820001144,13229.8383678521,7682.36555496381
"Colombia","Male","85 plus","Hypertensive heart disease","Number",2019,"Incidence",742.739476103768,1958.60606047815,1243.12753205803
"Colombia","Male","85 plus","Hypertensive heart disease","Number",2019,"Prevalence",6777.70752553666,17872.8335611043,11343.8898837449
"Colombia","Male","85 to 89","Hypertensive heart disease","Number",2019,"Incidence",328.490326223411,840.943429082316,540.368700476112
"Colombia","Male","85 to 89","Hypertensive heart disease","Number",2019,"Prevalence",3773.40255442142,9660.00466407942,6207.27148390717
"Colombia","Male","90 to 94","Hypertensive heart disease","Number",2019,"Incidence",232.539099686432,769.04940219798,452.968265375105
"Colombia","Male","90 to 94","Hypertensive heart disease","Number",2019,"Prevalence",1832.33531796073,6059.86856749737,3569.24814657585
"Colombia","Male","95 plus","Hypertensive heart disease","Number",2019,"Incidence",116.866858270582,613.859360546979,287.778004009842
"Colombia","Male","95 plus","Hypertensive heart disease","Number",2019,"Prevalence",636.510208192355,3343.35803293293,1567.37025326191
"Colombia","Male","All Ages","Hypertensive heart disease","Number",2019,"Incidence",3204.6535183893,6419.55155963061,4519.30279719619
"Colombia","Male","All Ages","Hypertensive heart disease","Number",2019,"Prevalence",34212.0715214168,68533.5109812097,48246.9351639383
"Colombia","Male","Early Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Colombia","Male","Early Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Colombia","Male","Late Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Colombia","Male","Late Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Colombia","Male","Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Colombia","Male","Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Colombia","Male","Post Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Colombia","Male","Post Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Colombia","Male","Under 5","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Colombia","Male","Under 5","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","<1 year","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","<1 year","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","<20 years","Hypertensive heart disease","Number",2019,"Incidence",163.112914919013,796.770007304182,410.620133599632
"Global","Both","<20 years","Hypertensive heart disease","Number",2019,"Prevalence",509.366993062189,2488.14352305688,1282.27947398455
"Global","Both","<70 years","Hypertensive heart disease","Number",2019,"Incidence",524749.915614399,1132145.62430865,793246.699651539
"Global","Both","<70 years","Hypertensive heart disease","Number",2019,"Prevalence",4812903.77673136,10383818.6322816,7275503.86008641
"Global","Both","0 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","0 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","0 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","0 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","1 to 4","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","1 to 4","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","10 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","10 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","10 to 24","Hypertensive heart disease","Number",2019,"Incidence",2266.60351527886,7178.36504202028,4233.49520790711
"Global","Both","10 to 24","Hypertensive heart disease","Number",2019,"Prevalence",6275.81236183239,19875.5855467355,11721.7772673722
"Global","Both","10 to 54","Hypertensive heart disease","Number",2019,"Incidence",163139.235575424,371397.178117695,253001.844089534
"Global","Both","10 to 54","Hypertensive heart disease","Number",2019,"Prevalence",1353224.12661107,3080703.54879023,2098625.74316626
"Global","Both","15-49 years","Hypertensive heart disease","Number",2019,"Incidence",86104.0500537502,205580.630362368,137508.895842403
"Global","Both","15-49 years","Hypertensive heart disease","Number",2019,"Prevalence",701719.958745809,1675415.16765778,1120652.70631843
"Global","Both","15 to 19","Hypertensive heart disease","Number",2019,"Incidence",163.112914919013,796.770007304182,410.620133599632
"Global","Both","15 to 19","Hypertensive heart disease","Number",2019,"Prevalence",509.366993062189,2488.14352305688,1282.27947398455
"Global","Both","15 to 39","Hypertensive heart disease","Number",2019,"Incidence",23885.7103532266,64361.9015928455,40400.5455840171
"Global","Both","15 to 39","Hypertensive heart disease","Number",2019,"Prevalence",164417.054136756,443034.521563054,278096.761294122
"Global","Both","20 plus","Hypertensive heart disease","Number",2019,"Incidence",1454704.70798559,2674295.29741278,1997558.60879439
"Global","Both","20 plus","Hypertensive heart disease","Number",2019,"Prevalence",13542916.0644359,24896981.8723758,18596742.2970366
"Global","Both","20 to 24","Hypertensive heart disease","Number",2019,"Incidence",2021.7792378416,6782.30441195243,3930.79468399505
"Global","Both","20 to 24","Hypertensive heart disease","Number",2019,"Prevalence",5369.48927353108,18012.60499078,10439.4977933876
"Global","Both","20 to 54 years","Hypertensive heart disease","Number",2019,"Incidence",162192.083390552,369439.59294902,251641.048787176
"Global","Both","20 to 54 years","Hypertensive heart disease","Number",2019,"Prevalence",1351816.43694986,3079154.68972663,2097343.46369228
"Global","Both","25 plus","Hypertensive heart disease","Number",2019,"Incidence",1449078.35427927,2664710.57238046,1990310.80644135
"Global","Both","25 plus","Hypertensive heart disease","Number",2019,"Prevalence",13532061.9198261,24884112.2754901,18586302.7992432
"Global","Both","25 to 29","Hypertensive heart disease","Number",2019,"Incidence",4454.95863627381,15727.5487002185,9017.48159382987
"Global","Both","25 to 29","Hypertensive heart disease","Number",2019,"Prevalence",20419.7655892581,72088.8528879183,41332.5634164516
"Global","Both","25 to 49","Hypertensive heart disease","Number",2019,"Incidence",82014.5976554586,197098.289569208,131211.723361671
"Global","Both","25 to 49","Hypertensive heart disease","Number",2019,"Prevalence",693143.277473208,1665768.75729234,1108930.92905106
"Global","Both","30 to 34","Hypertensive heart disease","Number",2019,"Incidence",6846.33118643735,20622.6416054638,12473.947251621
"Global","Both","30 to 34","Hypertensive heart disease","Number",2019,"Prevalence",47942.1046398583,144412.067554963,87350.0372862456
"Global","Both","35 to 39","Hypertensive heart disease","Number",2019,"Incidence",7205.49799718265,24370.0028570355,13991.0845383392
"Global","Both","35 to 39","Hypertensive heart disease","Number",2019,"Prevalence",70912.4578262709,239835.858743051,137692.383324053
"Global","Both","40 to 44","Hypertensive heart disease","Number",2019,"Incidence",14752.5988035555,47974.188030433,27833.2685737514
"Global","Both","40 to 44","Hypertensive heart disease","Number",2019,"Prevalence",131644.935560292,428098.05756404,248370.398776162
"Global","Both","45 to 49","Hypertensive heart disease","Number",2019,"Incidence",39269.0843370287,103708.645865171,67579.2973678208
"Global","Both","45 to 49","Hypertensive heart disease","Number",2019,"Prevalence",345270.271166988,911849.942130281,594185.546248149
"Global","Both","5-14 years","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","5-14 years","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","5 to 19","Hypertensive heart disease","Number",2019,"Incidence",163.112914919013,796.770007304182,410.620133599632
"Global","Both","5 to 19","Hypertensive heart disease","Number",2019,"Prevalence",509.366993062189,2488.14352305688,1282.27947398455
"Global","Both","5 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","5 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","50-69 years","Hypertensive heart disease","Number",2019,"Incidence",410004.702953268,975763.594862575,653292.243456201
"Global","Both","50-69 years","Hypertensive heart disease","Number",2019,"Prevalence",3862770.36701325,9192945.03769408,6154851.15376798
"Global","Both","50 to 54","Hypertensive heart disease","Number",2019,"Incidence",66162.9497691364,181157.581341714,114959.942092432
"Global","Both","50 to 54","Hypertensive heart disease","Number",2019,"Prevalence",562853.283803039,1541121.42671675,977973.036847828
"Global","Both","50 to 74 years","Hypertensive heart disease","Number",2019,"Incidence",628080.115377515,1406963.48135306,954338.637490327
"Global","Both","50 to 74 years","Hypertensive heart disease","Number",2019,"Prevalence",6143442.11336868,13761936.5614223,9334675.67660373
"Global","Both","55 plus","Hypertensive heart disease","Number",2019,"Incidence",1224740.41162775,2428231.91101529,1732951.43793782
"Global","Both","55 plus","Hypertensive heart disease","Number",2019,"Prevalence",11660730.9797481,23119151.4560679,16499398.8333443
"Global","Both","55 to 59","Hypertensive heart disease","Number",2019,"Incidence",65022.4177465793,206663.992053467,122828.7538613
"Global","Both","55 to 59","Hypertensive heart disease","Number",2019,"Prevalence",556804.934368089,1769720.88272789,1051816.56730771
"Global","Both","55 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",1095234.40273102,2243296.53975586,1578626.55032799
"Global","Both","55 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",10682685.1739233,21880640.9168731,15397590.143534
"Global","Both","60 to 64","Hypertensive heart disease","Number",2019,"Incidence",84895.8191613409,251820.268964441,154769.263638398
"Global","Both","60 to 64","Hypertensive heart disease","Number",2019,"Prevalence",783382.5857951,2323690.55868435,1428145.07414357
"Global","Both","60 to 79","Hypertensive heart disease","Number",2019,"Incidence",631301.66560169,1450684.30548692,967200.805615942
"Global","Both","60 to 79","Hypertensive heart disease","Number",2019,"Prevalence",6610748.13285251,15191007.8594768,10128154.6813678
"Global","Both","60 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",990165.272017795,2077255.05488721,1444060.59751983
"Global","Both","60 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",9836627.92254449,20636135.8579167,14345773.5762263
"Global","Both","65 to 69","Hypertensive heart disease","Number",2019,"Incidence",152497.855409155,401943.227285636,251305.436398207
"Global","Both","65 to 69","Hypertensive heart disease","Number",2019,"Prevalence",1636550.26576876,4313505.22060372,2696916.47546887
"Global","Both","65 to 74","Hypertensive heart disease","Number",2019,"Incidence",328489.59035776,839106.444569898,540864.766162381
"Global","Both","65 to 74","Hypertensive heart disease","Number",2019,"Prevalence",3569188.38856694,9117272.10432686,5876740.99830463
"Global","Both","65 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",843805.822551349,1879766.75162496,1279662.79157988
"Global","Both","65 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",8517845.65069327,18975411.9036931,12917628.5020828
"Global","Both","70 to 74","Hypertensive heart disease","Number",2019,"Incidence",170179.502502417,447834.129276634,288867.255947773
"Global","Both","70 to 74","Hypertensive heart disease","Number",2019,"Prevalence",1873320.51036969,4929717.42942753,3179824.52283576
"Global","Both","70 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",653849.861709661,1554503.54817417,1033989.3143018
"Global","Both","70 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",6463133.66370554,15365858.1287817,10220712.0266139
"Global","Both","70+ years","Hypertensive heart disease","Number",2019,"Incidence",784694.070409842,1749560.01077978,1197563.3792848
"Global","Both","70+ years","Hypertensive heart disease","Number",2019,"Prevalence",7418993.45116636,16541445.5797001,11322520.7164241
"Global","Both","75 plus","Hypertensive heart disease","Number",2019,"Incidence",577766.771442935,1411709.63516472,919844.564845998
"Global","Both","75 plus","Hypertensive heart disease","Number",2019,"Prevalence",5114537.24945134,12496809.9090005,8142696.19358836
"Global","Both","75 to 79","Hypertensive heart disease","Number",2019,"Incidence",141662.285554404,429916.340206046,258331.484922898
"Global","Both","75 to 79","Hypertensive heart disease","Number",2019,"Prevalence",1548207.27327497,4698495.45489041,2823268.6089196
"Global","Both","75 to 84","Hypertensive heart disease","Number",2019,"Incidence",283236.447986281,870014.48250575,522688.827054097
"Global","Both","75 to 84","Hypertensive heart disease","Number",2019,"Prevalence",2853788.59920127,8765953.07195476,5266424.6645584
"Global","Both","75 to 94 years","Hypertensive heart disease","Number",2019,"Incidence",540771.95527178,1351138.58358914,875221.982690801
"Global","Both","75 to 94 years","Hypertensive heart disease","Number",2019,"Prevalence",4867215.34391651,12160916.2266886,7877431.1832513
"Global","Both","80 plus","Hypertensive heart disease","Number",2019,"Incidence",434122.719101807,1030430.76181057,682746.491693332
"Global","Both","80 plus","Hypertensive heart disease","Number",2019,"Prevalence",3382345.27048851,8028311.95056276,5319427.58466876
"Global","Both","80 to 84","Hypertensive heart disease","Number",2019,"Incidence",141522.547487631,446906.905982153,266745.978393947
"Global","Both","80 to 84","Hypertensive heart disease","Number",2019,"Prevalence",1296220.7377432,4093270.01003391,2443156.0556388
"Global","Both","85 plus","Hypertensive heart disease","Number",2019,"Incidence",261937.121324155,691092.252818353,439100.950692931
"Global","Both","85 plus","Hypertensive heart disease","Number",2019,"Prevalence",1715783.76970447,4526906.55207595,2876271.52902996
"Global","Both","85 to 89","Hypertensive heart disease","Number",2019,"Incidence",144262.34048962,380095.089526926,244742.354889095
"Global","Both","85 to 89","Hypertensive heart disease","Number",2019,"Prevalence",1045949.57588643,2755814.83246355,1774462.83921973
"Global","Both","90 to 94","Hypertensive heart disease","Number",2019,"Incidence",80216.3927423208,236165.273566283,145822.212593206
"Global","Both","90 to 94","Hypertensive heart disease","Number",2019,"Prevalence",460180.346638437,1354818.05823408,836543.679473166
"Global","Both","95 plus","Hypertensive heart disease","Number",2019,"Incidence",27368.0484948279,110141.892405769,58297.6796591708
"Global","Both","95 plus","Hypertensive heart disease","Number",2019,"Prevalence",124529.581783172,501165.576372373,265265.010337067
"Global","Both","All Ages","Hypertensive heart disease","Number",2019,"Incidence",1456183.25632302,2676880.76252643,1999512.86742798
"Global","Both","All Ages","Hypertensive heart disease","Number",2019,"Prevalence",13544364.9451654,24898411.5185485,18598024.5765105
"Global","Both","Early Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","Early Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","Late Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","Late Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","Post Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","Post Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Both","Under 5","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Both","Under 5","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","<1 year","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","<1 year","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","<20 years","Hypertensive heart disease","Number",2019,"Incidence",66.6717419290693,332.584041346934,168.930522460873
"Global","Female","<20 years","Hypertensive heart disease","Number",2019,"Prevalence",225.553461187108,1125.1465687098,571.499452972644
"Global","Female","<70 years","Hypertensive heart disease","Number",2019,"Incidence",212892.518265804,457510.551840036,320416.837735183
"Global","Female","<70 years","Hypertensive heart disease","Number",2019,"Prevalence",2233545.1887168,4799936.13760367,3361628.16869748
"Global","Female","0 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","0 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","0 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","0 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","1 to 4","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","1 to 4","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","10 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","10 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","10 to 24","Hypertensive heart disease","Number",2019,"Incidence",906.384894452643,2919.89502372402,1725.46138433521
"Global","Female","10 to 24","Hypertensive heart disease","Number",2019,"Prevalence",2690.50943441342,8667.40515746398,5121.85293652033
"Global","Female","10 to 54","Hypertensive heart disease","Number",2019,"Incidence",58974.0577168683,134884.766062825,91367.428013708
"Global","Female","10 to 54","Hypertensive heart disease","Number",2019,"Prevalence",595382.225791741,1361751.17251449,922414.783070092
"Global","Female","15-49 years","Hypertensive heart disease","Number",2019,"Incidence",31197.9079601111,75377.574916916,50107.0449330966
"Global","Female","15-49 years","Hypertensive heart disease","Number",2019,"Prevalence",302101.378792018,729910.138253958,485205.847162457
"Global","Female","15 to 19","Hypertensive heart disease","Number",2019,"Incidence",66.6717419290693,332.584041346934,168.930522460873
"Global","Female","15 to 19","Hypertensive heart disease","Number",2019,"Prevalence",225.553461187108,1125.1465687098,571.499452972644
"Global","Female","15 to 39","Hypertensive heart disease","Number",2019,"Incidence",9364.46243036709,25327.310376008,16057.2203838621
"Global","Female","15 to 39","Hypertensive heart disease","Number",2019,"Prevalence",69432.2081520704,187787.723965501,119055.234224724
"Global","Female","20 plus","Hypertensive heart disease","Number",2019,"Incidence",741415.438090624,1375988.60889823,1021917.68721996
"Global","Female","20 plus","Hypertensive heart disease","Number",2019,"Prevalence",7152128.36961576,13273593.5352431,9858017.66011331
"Global","Female","20 to 24","Hypertensive heart disease","Number",2019,"Incidence",811.122138436124,2800.50389610884,1605.96865778636
"Global","Female","20 to 24","Hypertensive heart disease","Number",2019,"Prevalence",2298.23442090266,7934.9510325518,4550.35348354768
"Global","Female","20 to 54 years","Hypertensive heart disease","Number",2019,"Incidence",58494.2175304548,133872.539389158,90669.0986142171
"Global","Female","20 to 54 years","Hypertensive heart disease","Number",2019,"Prevalence",594717.521019155,1361097.69682118,921843.283617119
"Global","Female","25 plus","Hypertensive heart disease","Number",2019,"Incidence",738633.170208879,1371227.32633561,1018124.70308081
"Global","Female","25 plus","Hypertensive heart disease","Number",2019,"Prevalence",7148532.76049799,13270814.0654287,9853467.30662976
"Global","Female","25 to 29","Hypertensive heart disease","Number",2019,"Incidence",1775.18440065426,6509.83674158792,3674.02652911875
"Global","Female","25 to 29","Hypertensive heart disease","Number",2019,"Prevalence",8515.56656819473,31227.7125129315,17624.3197441873
"Global","Female","25 to 49","Hypertensive heart disease","Number",2019,"Incidence",29139.2394056193,71331.4375097799,47173.7041940925
"Global","Female","25 to 49","Hypertensive heart disease","Number",2019,"Prevalence",296548.313971651,725935.815696692,480083.994225937
"Global","Female","30 to 34","Hypertensive heart disease","Number",2019,"Incidence",2655.072380212,8124.92049049799,4872.43902746169
